analysis,created_time,favorite_count,full_text,polarity,retweet_count,tweet_id,user_id,username,clean_text
positive,2021-05-01 10:30:03,0,Now what will sgh take Indian vaccine jab or she will fly to US to get Pfizer or Moderna vaccine jab,0.8,0,1388500973643988994,2320195988,rajiv_shastri,Now sgh take Indian vaccine jab fly US get Pfizer Moderna vaccine jab
neutral,2021-05-02 05:35:56,0,WHO okays Moderna s Covid 19 vaccine a go ahead for emergency use,0.0,0,1388789340982054917,771032142,BHATNAGARViren,WHO okays Moderna Covid 19 vaccine go ahead emergency use
positive,2021-04-29 16:40:00,0,Here are today s HealthHeadlines with s Vaccines highly effective for seniors Moderna to boost vaccine production,0.6,0,1387869296282324995,41627437,CalHealthline,Here today HealthHeadlines Vaccines highly effective seniors Moderna boost vaccine production
positive,2021-05-04 19:38:46,0,Vaccine appointments are available at Rite Aid Pharmacy Moderna 408 Grand Street Manhattan NY 10002,0.45,0,1389726224432369669,1375448650365739010,nyc_vaccine,Vaccine appointments available Rite Aid Pharmacy Moderna 408 Grand Street Manhattan NY 10002
negative,2021-05-02 04:41:55,0,12 hours past 2nd dose Moderna vaccine Sore arm and insomnia My head is kinda blurry but I am a tad stoned COVID19 Covinated,-0.125,0,1388775749746896898,946394216615178240,FNCNN1,12 hours past 2nd dose Moderna vaccine Sore arm insomnia My head kinda blurry I tad stoned COVID19 Covinated
neutral,2021-05-03 11:48:17,0,Moderna signs agreement with Gavi to supply COVID 19 vaccine,0.0,0,1389245434808487936,192831981,cphionline,Moderna signs agreement Gavi supply COVID 19 vaccine
positive,2021-04-30 13:09:00,4,Young Pastor DIES After Taking and Promoting Moderna COVID 19 Vaccine,0.1,3,1388178585677144065,74992479,Tanfox13,Young Pastor DIES After Taking Promoting Moderna COVID 19 Vaccine
positive,2021-04-29 13:00:34,0,Covid 19 Pregnant women should be offered Pfizer or Moderna vaccine says UK advisory committee,0.3333333333,0,1387814073853628416,1141085016727982084,LitCovidBot,Covid 19 Pregnant women offered Pfizer Moderna vaccine says UK advisory committee
neutral,2021-04-28 18:21:51,13,Google search of the day can I drink alcohol after the moderna vaccine,0.0,1,1387532541993930759,633240388,StuffTrevorSaid,Google search day I drink alcohol moderna vaccine
positive,2021-05-04 14:19:35,0,Vaccine appointments are available at Walgreens Duane Reade Moderna 931 1st Avenue Manhattan NY 10022 800 925 4733,0.4,0,1389645898456645638,1375448650365739010,nyc_vaccine,Vaccine appointments available Walgreens Duane Reade Moderna 931 1st Avenue Manhattan NY 10022 800 925 4733
positive,2021-05-03 15:54:18,0,National panel recommends Johnson and Johnson vaccine for Canadians 30 years of age and older JohnsonandJohnson vaccine covid19 moderna pfizer bloodclots,0.1666666667,0,1389307345923104770,310044382,Barrie360,National panel recommends Johnson Johnson vaccine Canadians 30 years age older JohnsonandJohnson vaccine covid19 moderna pfizer bloodclots
positive,2021-04-28 17:11:30,4,Note the bright aura around my head That is because I just received round two of the Moderna vaccine You know the one Dolly Parton helped fund research for COVID19 vaccinated CovidVaccine,0.25,0,1387514837488443397,898324652,LonOttosen,Note bright aura around head That I received round two Moderna vaccine You know one Dolly Parton helped fund research COVID19 vaccinated CovidVaccine
positive,2021-05-04 14:52:19,0,We are 3 4 also at our home So far 1 Pfizer 1 Moderna and 1 AZ because the best vaccine to get is the first one available to you vaccination Pfizer Moderna astrazenica,0.4375,0,1389654138519269377,701848123,Biagio_Sheila,We 3 4 also home So far 1 Pfizer 1 Moderna 1 AZ best vaccine get first one available vaccination Pfizer Moderna astrazenica
positive,2021-04-30 13:28:36,0,Need a COVID 19 vaccine No appt necessary Today April 30 10 am to 4 pm the University of Bridgeport Wheeler Recreation Center location is accepting walk ins for first and second dose Moderna vaccinations Anyone 18 is eligible For directions visit,0.0375,0,1388183517369143298,1042413568849858563,ynhhealth,Need COVID 19 vaccine No appt necessary Today April 30 10 4 pm University Bridgeport Wheeler Recreation Center location accepting walk ins first second dose Moderna vaccinations Anyone 18 eligible For directions visit
positive,2021-05-03 12:04:30,0,If you re in Mohave County come get COVID 19 vaccinated at one of these sites listed below We will be administering first amp second doses of the Moderna vaccine at all three sites and the Johnson amp Johnson vaccine at the Kingman and Bullhead City sites,0.125,0,1389249518995218434,2926598506,EmbryHealth,If Mohave County come get COVID 19 vaccinated one sites listed We administering first amp second doses Moderna vaccine three sites Johnson amp Johnson vaccine Kingman Bullhead City sites
positive,2021-04-30 19:17:31,0,Do I m pretty sure that I m not going to go unscathed from my second dose of vaccine Why you ask Because I had the jab at 1 00 PM and I already have a fever and it s only 4 15 Oh boy vaccine COVIDVaccination Moderna feelingicky,0.1875,0,1388271325249118209,120668099,CandyMuses,Do I pretty sure I going go unscathed second dose vaccine Why ask Because I jab 1 00 PM I already fever 4 15 Oh boy vaccine COVIDVaccination Moderna feelingicky
positive,2021-05-01 15:55:22,3,My understanding In London Guy s Centre 1 and are strictly Moderna while StoneX is Pfizer There may be other non AZ vaccine sites in the city If you have a limited selection of 2nd jab sites after you book your first you ve prolly found a non AZ site,0.0133928571,0,1388582840716173318,1186333897761677312,Apstrusor,My understanding In London Guy Centre 1 strictly Moderna StoneX Pfizer There may non AZ vaccine sites city If limited selection 2nd jab sites book first prolly found non AZ site
positive,2021-05-04 19:38:40,0,Vaccine appointments are available at Rite Aid Pharmacy Moderna 122 02 Liberty Avenue Queens NY 11419,0.4,0,1389726201103724544,1375448650365739010,nyc_vaccine,Vaccine appointments available Rite Aid Pharmacy Moderna 122 02 Liberty Avenue Queens NY 11419
positive,2021-05-01 10:25:58,0,Vaccine appointments are available at Rite Aid Pharmacy Moderna 960 Halsey Street Brooklyn NY 11233,0.4,0,1388499945347588096,1375448650365739010,nyc_vaccine,Vaccine appointments available Rite Aid Pharmacy Moderna 960 Halsey Street Brooklyn NY 11233
negative,2021-04-28 13:11:08,46,MB s vaccine stockpile today 112 319 Province received this week s 37K Pfizer shipment but still had a sizeable inventory for supersites pop ups and FITs prior today s shipment Still 20k of AZ with pharmacies clinics moving pretty slowly 22k of Moderna coming this week,-0.0166666667,12,1387454345805910019,259576106,tombrodbeck,MB vaccine stockpile today 112 319 Province received week 37K Pfizer shipment still sizeable inventory supersites pop ups FITs prior today shipment Still 20k AZ pharmacies clinics moving pretty slowly 22k Moderna coming week
positive,2021-04-28 14:14:27,0,Pfizer and Moderna vaccines are 94 percent effective at preventing hospitalization in older adults a study finds by BY EMILY ANTHES via NYT,0.3833333333,0,1387470279119622149,317232537,TrueDiagnostics,Pfizer Moderna vaccines 94 percent effective preventing hospitalization older adults study finds BY EMILY ANTHES via NYT
neutral,2021-04-30 18:27:58,3,You can t sue Pfizer or Moderna if you have severe Covid vaccine side effects The government likely won t compensate you for damages either,0.0,1,1388258856862576642,826550703258791937,SoCalValleyGal,You sue Pfizer Moderna severe Covid vaccine side effects The government likely compensate damages either
positive,2021-04-30 16:21:44,0,I m on my last week of waiting since second Moderna vaccine but this really isn t reassuring for someone with COPD Especially Stage D,0.05,0,1388227086696001536,811458364865650689,Pagan_Activist_,I last week waiting since second Moderna vaccine really reassuring someone COPD Especially Stage D
positive,2021-05-01 04:57:45,7,That s funny you call it a vaccine and a vaccine acts as an antigen by using synthetic antibodies to create immunity when they are actually gene manipulation chemicals ModeRNA Therapeutics changed its name to Moderna Inc before Covid That s scientific enough for ya,0.0833333333,0,1388417345211801602,71767286,cr19812001,That funny call vaccine vaccine acts antigen using synthetic antibodies create immunity actually gene manipulation chemicals ModeRNA Therapeutics changed name Moderna Inc Covid That scientific enough ya
negative,2021-04-29 13:25:07,0,holding my friends down amp stabbing them in the ass with the moderna vaccine,-0.3777777778,1,1387820252709404682,998624142197952512,postphoebe,holding friends amp stabbing ass moderna vaccine
positive,2021-05-04 19:38:45,0,Vaccine appointments are available at Rite Aid Pharmacy Moderna 320 Smith Street Brooklyn NY 11231,0.4,0,1389726222029139968,1375448650365739010,nyc_vaccine,Vaccine appointments available Rite Aid Pharmacy Moderna 320 Smith Street Brooklyn NY 11231
positive,2021-05-03 13:26:47,0,gulf what we have groups for who get it first and 2 4 vaccine for 60 is astra Zeneca and for the other is BioNTech Moderna Soon there will be no groups that means anyone can get a vaccine if we have enough and it s free amp your choice let s see if it ll work it s kinda complicated,0.005,0,1389270224088752141,992267504524259329,leeo_wuv,gulf groups get first 2 4 vaccine 60 astra Zeneca BioNTech Moderna Soon groups means anyone get vaccine enough free amp choice let see work kinda complicated
positive,2021-05-04 18:08:54,0,It s a flu shot if it has to be taken every year Wrongly marketed as vaccine But yes Pfizer wants a 3rd booster dose Moderna wants it every year So it all depends on how much money these companies want to make,0.02,0,1389703610003595264,82257058,_jk82,It flu shot taken every year Wrongly marketed vaccine But yes Pfizer wants 3rd booster dose Moderna wants every year So depends much money companies want make
positive,2021-05-01 10:43:59,0,39 The World Health Organization has listed Moderna s Covid vaccine for emergency use the agency said the fifth to be given the status meant to expedite countries own approval of shots,0.6,0,1388504476487720962,2567292679,fredwalton216,39 The World Health Organization listed Moderna Covid vaccine emergency use agency said fifth given status meant expedite countries approval shots
positive,2021-05-03 13:01:41,0,The Tues May 4 Vacc Clinic 2p 6p at the Lands End Comer Center will be open to walk ins This will be Moderna vaccine Must be 18 or older to receive,0.0222222222,0,1389263909648060422,1045011489835372544,IowaWi,The Tues May 4 Vacc Clinic 2p 6p Lands End Comer Center open walk ins This Moderna vaccine Must 18 older receive
negative,2021-04-28 15:14:50,1,i get that the johnson amp johnson vaccine is extremely questionable cause that shit is being weird 88 effectiveness questionable side effects but theres moderna and pfizer and they re 94 95 effective,-0.22,0,1387485474466385920,1343677671369179136,SATORU6IXEYES,get johnson amp johnson vaccine extremely questionable cause shit weird 88 effectiveness questionable side effects theres moderna pfizer 94 95 effective
neutral,2021-05-01 12:18:05,0,WHO gives emergency use listing to Moderna s COVID 19 vaccine,0.0,0,1388528159943843842,40315730,SookeNews,WHO gives emergency use listing Moderna COVID 19 vaccine
negative,2021-05-03 11:55:29,17,In case you re hesitant to get the vaccine because you heard about the side effects I wanted to share that after my 2nd Moderna I was rundown and had a headache the day after and that s it It s not a guarantee you ll be knocked out for a few days,-0.1,3,1389247248182173698,2266338272,KimOclon,In case hesitant get vaccine heard side effects I wanted share 2nd Moderna I rundown headache day It guarantee knocked days
positive,2021-04-28 13:51:42,0,Pfizer Moderna Vaccine Protection 64 at First Dose 94 at Second,0.125,0,1387464553823227905,464076395,Store_Herbs,Pfizer Moderna Vaccine Protection 64 First Dose 94 Second
positive,2021-04-28 13:31:08,0,That sounds better than here in QC we re still vaccinating 60 and anyone over 45 who wants the AZ vaccine No mention of pfizer or moderna for 40 yet,0.35,0,1387459380480725001,34462100,Yes_I_Like_Cake,That sounds better QC still vaccinating 60 anyone 45 wants AZ vaccine No mention pfizer moderna 40 yet
neutral,2021-04-29 15:09:59,0,Optimistic Fatigued after my second Moderna vaccine So things are,0.0,0,1387846644603965449,44793490,yllekneelrad,Optimistic Fatigued second Moderna vaccine So things
neutral,2021-05-02 12:41:00,0,FYI Moderna Just Made the Pfizer Vaccine s Biggest Weakness an Even Bigger One stocks MRNA PFE,0.0,0,1388896312842727425,2450612456,and3435,FYI Moderna Just Made Pfizer Vaccine Biggest Weakness Even Bigger One stocks MRNA PFE
positive,2021-04-29 14:01:44,0,Top News for GRTX 04 29 2021 18 01 43 The Daily Biotech Pulse Clinical Setback For Adverum Galera Posts Data Readout Moderna To Invest In Vaccine Manufacturing Decision Day For Ardelyx GRTX 8 16 1 55,0.25,0,1387829467574321158,1121813487943081986,Tweetologist3,Top News GRTX 04 29 2021 18 01 43 The Daily Biotech Pulse Clinical Setback For Adverum Galera Posts Data Readout Moderna To Invest In Vaccine Manufacturing Decision Day For Ardelyx GRTX 8 16 1 55
neutral,2021-05-04 12:33:20,0,Moderna COVID Vaccine 1 in the arm,0.0,0,1389619161651888128,139579419,MonticelloSE96,Moderna COVID Vaccine 1 arm
positive,2021-04-28 12:39:43,1,I need vaccine advice Many options are available in my country but I said to myself I only want Pfizer or Moderna but the wait list is loooooong There is a chance to get AstraZeneca but everyone said it s not as good as the others I know vaccine is vaccine but,0.4,0,1387446441111654402,94805141,loveQhuay,I need vaccine advice Many options available country I said I want Pfizer Moderna wait list loooooong There chance get AstraZeneca everyone said good others I know vaccine vaccine
positive,2021-05-03 14:57:18,0,Johnson amp Johnson vaccine recommended for 30 Pfizer and Moderna for pregnant women,0.3333333333,9,1389293003873742852,1283190222,TJProvincial,Johnson amp Johnson vaccine recommended 30 Pfizer Moderna pregnant women
negative,2021-04-30 19:59:03,4,Moderna COVID 19 Vaccine Side Effects How Long They Last via,-0.025,2,1388281777110781963,216985101,Julien__Cohen,Moderna COVID 19 Vaccine Side Effects How Long They Last via
positive,2021-05-04 11:39:04,0,Why All the measaging said if you are in a high risk area get the first vaccine because the risk of catching Covid is higher than clotting Yes Pfizerand Moderna have better efficacy rates always have Media making an issue where there is not one Nothing has changed,0.35200000000000004,0,1389605503479734277,3047125886,PaulammayoPaula,Why All measaging said high risk area get first vaccine risk catching Covid higher clotting Yes Pfizerand Moderna better efficacy rates always Media making issue one Nothing changed
positive,2021-04-29 11:53:33,0,Who cares Mayor Bill de Blasio says New York City to reopen July 1 Moderna could make 4B vaccines by 2022 Live COVID 19 updates via,0.13636363640000002,0,1387797211669532673,34663616,22khornet,Who cares Mayor Bill de Blasio says New York City reopen July 1 Moderna could make 4B vaccines 2022 Live COVID 19 updates via
neutral,2021-04-30 14:38:56,8,Orange County woman s death after 2nd dose of Moderna vaccine spurs concern from family,0.0,5,1388201215838806022,1341785158576467968,Undergroundsar3,Orange County woman death 2nd dose Moderna vaccine spurs concern family
positive,2021-04-30 10:45:20,0,210 appointments may be available at Greenfield Senior Center on 05 12 2021 in Greenfield MA Moderna COVID 19 Vaccine 04 30 21 10 45 20,0.15,0,1388142432416669696,1365120364171431941,ValleyVax,210 appointments may available Greenfield Senior Center 05 12 2021 Greenfield MA Moderna COVID 19 Vaccine 04 30 21 10 45 20
negative,2021-04-29 10:47:52,0,However due to time constraints and the urgency to find a vaccine for COVID 19 Moderna and Pfizer did receive approval to run animal testing and early trials on humans at the same time as opposed to fully completing animal trials before moving on to human trials,-0.00625,0,1387780678725640195,1384613126335655940,please_italians,However due time constraints urgency find vaccine COVID 19 Moderna Pfizer receive approval run animal testing early trials humans time opposed fully completing animal trials moving human trials
negative,2021-05-02 10:28:50,0,Maxwell 2 Moderna Sick for 3 days with second vaccine,-0.3571428571,0,1388863053354110976,1043321686404292608,winburn_kim,Maxwell 2 Moderna Sick 3 days second vaccine
positive,2021-04-30 19:08:41,0,Vaccine appointments are available at Walgreens Duane Reade Moderna 210 Union Avenue Brooklyn NY 11211 800 925 4733,0.4,0,1388269102691753985,1375448650365739010,nyc_vaccine,Vaccine appointments available Walgreens Duane Reade Moderna 210 Union Avenue Brooklyn NY 11211 800 925 4733
negative,2021-05-01 10:54:01,0,gt implying I d get the vaccine with the least side effects Bro I m in it to win it and they means exposing myself to the worst vaccines i can moderna for me bro,-0.1666666667,0,1388507003669172225,2357715174,kushmeyer,gt implying I get vaccine least side effects Bro I win means exposing worst vaccines moderna bro
positive,2021-05-02 07:58:33,0,usmfhealthcare Moderna Just Made the Pfizer Vaccine s Biggest Weakness an Even Bigger One Motley Fool,0.3,0,1388825235517018113,1129062072862437377,GenBioUSA,usmfhealthcare Moderna Just Made Pfizer Vaccine Biggest Weakness Even Bigger One Motley Fool
neutral,2021-05-01 22:31:56,4,Got my 2nd dose of Moderna vaccine,0.0,0,1388682641981927436,1199480638199324672,lovexbabygirl,Got 2nd dose Moderna vaccine
neutral,2021-04-28 12:31:37,2,silvertree I m getting the vaccine the moderna one,0.0,0,1387444402096852997,4894169585,KizumiItsukiVT,silvertree I getting vaccine moderna one
neutral,2021-05-01 10:44:04,10,bestie you should do FENTY vaccine Pfizer moderna Johnson amp Johnson Covax etc ain t efficient and reliable Covid19,0.0,1,1388504499094908928,3394626440,RihannaNepal,bestie FENTY vaccine Pfizer moderna Johnson amp Johnson Covax etc efficient reliable Covid19
neutral,2021-04-30 19:45:27,0,big Pharma intelectual property is killing thousands every day Pfizer Moderna AstraZeneca Janssen JohnsonandJohnson USA Brasil UK EU HumanRights,0.0,0,1388278354080567296,1376303345825107976,tweets_do_ze,big Pharma intelectual property killing thousands every day Pfizer Moderna AstraZeneca Janssen JohnsonandJohnson USA Brasil UK EU HumanRights
positive,2021-05-01 09:02:47,2,Take whatever vaccine is available The problem going forward is the politics Certain countries might not recognize Sinovac and will only accept AZ Moderna Pfizer BioNTech or J amp J,0.2047619048,0,1388479009982357508,27422733,gemini573,Take whatever vaccine available The problem going forward politics Certain countries might recognize Sinovac accept AZ Moderna Pfizer BioNTech J amp J
positive,2021-05-04 16:16:22,0,Pfizer J amp J Moderna Astra Zeneca Sputnik 5 All not legally vaccines What exactly are the vaccine passports for,0.075,0,1389675288683061253,710473981925658624,Sile_ODriscoll7,Pfizer J amp J Moderna Astra Zeneca Sputnik 5 All legally vaccines What exactly vaccine passports
positive,2021-05-04 13:35:46,2,1st dose Moderna COVID vaccinations are now available at multiple locations Schedule here,0.2,0,1389634872990330881,85394624,bartelldrugs,1st dose Moderna COVID vaccinations available multiple locations Schedule
positive,2021-05-01 11:28:13,32,The Mayor s Neighborhood Vaccine Initiative is set up at LG Pinkston High School in WestDallas today to help our West Dallas community get the COVID19 vaccine 1st and 2nd doses of Moderna available All are welcome No registration required,0.34,15,1388515609525301257,43467353,Johnson4Dallas,The Mayor Neighborhood Vaccine Initiative set LG Pinkston High School WestDallas today help West Dallas community get COVID19 vaccine 1st 2nd doses Moderna available All welcome No registration required
negative,2021-05-01 13:01:00,10,Both Moderna and Pfizer are expecting people will need to get a booster shot roughly a year after they receive their second dose of the vaccine,-0.05,5,1388538958896930820,16086928,komonews,Both Moderna Pfizer expecting people need get booster shot roughly year receive second dose vaccine
positive,2021-04-30 18:13:13,0,377 appointments may be available at Greenfield Senior Center on 05 05 2021 in Greenfield MA Moderna COVID 19 Vaccine 04 30 21 18 13 13,0.15,0,1388255145549500417,1365120364171431941,ValleyVax,377 appointments may available Greenfield Senior Center 05 05 2021 Greenfield MA Moderna COVID 19 Vaccine 04 30 21 18 13 13
negative,2021-05-02 11:56:27,0,I fully support vaccination and I am vaccinated but it s incredibly important to remember that some people may have horrific reactions My second Moderna vaccine actually caused a myasthenic crisis and I was in the ICU in critical care for a week I have a neuromuscular disease,-0.12,0,1388885102680231946,1359738005074894857,BellatrixRiddl6,I fully support vaccination I vaccinated incredibly important remember people may horrific reactions My second Moderna vaccine actually caused myasthenic crisis I ICU critical care week I neuromuscular disease
positive,2021-05-01 12:06:02,1,Woman Warns Others Not to Get Moderna Experimental COVID Vaccine Posts Video of Herself Convulsing Vaccine Impact,0.1,0,1388525128141656067,1182746714584895493,MARCOFREE2020,Woman Warns Others Not Get Moderna Experimental COVID Vaccine Posts Video Herself Convulsing Vaccine Impact
neutral,2021-04-30 18:23:18,42,Moderna says World Health Organization has issued Emergency Use Listing for its covid19 vaccine,0.0,9,1388257682864283648,47678782,megtirrell,Moderna says World Health Organization issued Emergency Use Listing covid19 vaccine
positive,2021-05-01 08:46:57,0,Moderna vaccine Not a bad word said about it,0.35,0,1388475024848338945,110552567,maguire2u,Moderna vaccine Not bad word said
neutral,2021-05-01 16:41:36,1,Same This is contributing to vaccine hesitancy I refuse to get my vaccine until I can get my 2nd dose in the recommended timeline 21 days for Pfizer and 28 days for Moderna,0.0,1,1388594476252282881,1385188769662443521,JoesephD5,Same This contributing vaccine hesitancy I refuse get vaccine I get 2nd dose recommended timeline 21 days Pfizer 28 days Moderna
positive,2021-05-03 11:45:08,6,Moderna MRNA O will supply 34 million doses of its COVID 19 vaccine this year and Sweden has donated 1 million AstraZeneca AZN L shots to the global COVAX programme as it struggles to secure enough supplies to inoculate the world s poorest people,0.1333333333,7,1389244641409634311,25562183,Reuters_Health,Moderna MRNA O supply 34 million doses COVID 19 vaccine year Sweden donated 1 million AstraZeneca AZN L shots global COVAX programme struggles secure enough supplies inoculate world poorest people
neutral,2021-05-01 10:11:21,0,California Orange County woman s death after 2nd dose of Moderna vaccine spurs concern from family a dozen deaths may be linked to Moderna vaccinations via,0.0,0,1388496266762489862,902179090043514880,WhiteRabbitNew2,California Orange County woman death 2nd dose Moderna vaccine spurs concern family dozen deaths may linked Moderna vaccinations via
positive,2021-04-30 12:09:37,3,Yes in my family I am the vaccine whisperer I got us all appointments months ago We were eligible because of age or our jobs My parents husband and kids all got Pfizer and I got Moderna so I am an outlier But all good,0.7,0,1388163642689040385,450684832,Haikutopia,Yes family I vaccine whisperer I got us appointments months ago We eligible age jobs My parents husband kids got Pfizer I got Moderna I outlier But good
positive,2021-04-30 19:08:27,0,Vaccine appointments are available at Rite Aid Pharmacy Moderna 1033 St Nicholas Avenue Manhattan NY 10032,0.4,0,1388269043614879749,1375448650365739010,nyc_vaccine,Vaccine appointments available Rite Aid Pharmacy Moderna 1033 St Nicholas Avenue Manhattan NY 10032
positive,2021-04-28 14:12:56,2,Pfizer and Moderna vaccines are 94 percent effective at preventing hospitalization in older adults a study finds HealthNews,0.3833333333,5,1387469897681231876,863254242,HealthUpdateTh,Pfizer Moderna vaccines 94 percent effective preventing hospitalization older adults study finds HealthNews
positive,2021-04-28 15:56:33,0,My dad wants the J amp J vaccine Mom the moderna vaccine My husband the Pfizer vaccine My uncle took both does of Covidshield My bua took covaxin I want Sputnik V GetVaccinated CoronaVaccine Pfizer Moderna Covaxin AstraZeneca SputnikV JohnsonAndJohnsonVaccine BeSafe,0.2,0,1387495973082083335,373433316,OceansGreen222,My dad wants J amp J vaccine Mom moderna vaccine My husband Pfizer vaccine My uncle took Covidshield My bua took covaxin I want Sputnik V GetVaccinated CoronaVaccine Pfizer Moderna Covaxin AstraZeneca SputnikV JohnsonAndJohnsonVaccine BeSafe
neutral,2021-05-01 21:52:47,0,Not me reading this after just getting the moderna vaccine,0.0,0,1388672787829731335,1457082090,ThatsAFendiFact,Not reading getting moderna vaccine
positive,2021-04-30 16:16:54,0,Vaccine appointments are available at Walgreens Duane Reade Moderna 949 3rd Avenue Manhattan NY 10022 800 925 4733,0.2,0,1388225870834409473,1375448650365739010,nyc_vaccine,Vaccine appointments available Walgreens Duane Reade Moderna 949 3rd Avenue Manhattan NY 10022 800 925 4733
negative,2021-05-01 09:53:23,4,WHO authorizes Moderna coronavirus vaccine for emergency use The Hill Took them long enough,-0.025,2,1388491745818816513,913551582884696065,BrendaBalazs,WHO authorizes Moderna coronavirus vaccine emergency use The Hill Took long enough
positive,2021-05-04 19:26:04,1,The CDC has reported that as of April 9 about 5 million people have missed their second doses of either Pfizer s or Moderna s COVID 19 vaccine or about 8 of all people who had received first doses as of that time,0.125,0,1389723029505298434,15535842,Vicadvocate,The CDC reported April 9 5 million people missed second doses either Pfizer Moderna COVID 19 vaccine 8 people received first doses time
neutral,2021-04-30 11:28:53,0,Basically the same symptoms I had with the vaccine Moderna Hopefully you re bouncing around tomorrow,0.0,0,1388153391201673216,21863862,MileMarker70,Basically symptoms I vaccine Moderna Hopefully bouncing around tomorrow
positive,2021-04-29 12:10:46,1,We Need more Pfizer Moderna vaccines Pay attention to advocating for her region be Vocal Hamilton needs more vaccine VaccinationForAll VaccinesSaveLives other regions vaccinating 18 in hotspots NO Restrictions,0.2916666667,0,1387801543806754821,414528388,g_caterina,We Need Pfizer Moderna vaccines Pay attention advocating region Vocal Hamilton needs vaccine VaccinationForAll VaccinesSaveLives regions vaccinating 18 hotspots NO Restrictions
positive,2021-04-30 12:20:01,1,Later today I am scheduled to get my first COVID vaccine I will be getting the moderna vaccine Hoping I don t get any symptoms,0.125,0,1388166258013523973,372020033,D_Rico94,Later today I scheduled get first COVID vaccine I getting moderna vaccine Hoping I get symptoms
positive,2021-04-29 14:31:17,18,Alberta is expecting a considerable influx of vaccine supply including 30 000 doses of Johnson amp Johnson as soon as Monday This week also brings 119 340 Pfizer doses and 70 900 Moderna doses Then Alberta will get 236 340 Pfizer doses each week of May COVID19AB,0.1,7,1387836905677414402,56698179,jasonfherring,Alberta expecting considerable influx vaccine supply including 30 000 doses Johnson amp Johnson soon Monday This week also brings 119 340 Pfizer doses 70 900 Moderna doses Then Alberta get 236 340 Pfizer doses week May COVID19AB
positive,2021-05-01 09:03:10,2,33 says If the gov ended the emergency they d have to stop the experimental vaccine rollout The emergency will keep going until the human trials end 2023 for Pfizer and 2022 for Moderna,0.05,0,1388479108791816193,109493288,FriedBnana,33 says If gov ended emergency stop experimental vaccine rollout The emergency keep going human trials end 2023 Pfizer 2022 Moderna
neutral,2021-05-04 16:04:49,0,COVID 19 Vaccine Saves Lives Get Yours Pfizer or Moderna,0.0,0,1389672382898610178,1357303659755937799,onahunttoday1,COVID 19 Vaccine Saves Lives Get Yours Pfizer Moderna
positive,2021-04-29 12:04:16,34,BIG NEWS The San Mateo County Event Center has 3k available doses right now so no appointment needed as long as doses last If you live or work in the county get out here 18 today because it s the Moderna vaccine,0.0960111317,28,1387799907503796224,2883211065,SaraStinsonNews,BIG NEWS The San Mateo County Event Center 3k available doses right appointment needed long doses last If live work county get 18 today Moderna vaccine
positive,2021-04-30 16:45:58,0,COVID 19 vaccine appointments are available through Saint Paul Ramsey County Public Health Moderna vaccine first or second shots available Open to anyone 18 years and older Walk ins welcome Free Details,0.2685185185,1,1388233187655041029,15945699,RamseyCounty,COVID 19 vaccine appointments available Saint Paul Ramsey County Public Health Moderna vaccine first second shots available Open anyone 18 years older Walk ins welcome Free Details
positive,2021-05-03 19:12:07,1,Wait this is the Moderna talking isn t it Oh no OH NO I knew it I knew there was truth to the rumors 5G in the vaccine 5th letter of the alphabet is E E is the first letter in EVERYONE G is the first letter of GAY THEY RE TURNING US ALL GAY WITH THE VACCINE,0.3333333333,0,1389357128910049285,980841398135029760,JimmyMcGreason,Wait Moderna talking Oh OH NO I knew I knew truth rumors 5G vaccine 5th letter alphabet E E first letter EVERYONE G first letter GAY THEY RE TURNING US ALL GAY WITH THE VACCINE
negative,2021-04-30 18:27:15,0,Trash Pfizer was slowed down by logistics BioNtech developed the vaccine amp Pfizer was to produce and distribute They came up with two options A small dose that worked better but had side effects similar to Moderna amp a larger dose that didn t have as bad side effects,-0.07222222219999999,0,1388258675563765760,1059553994849153024,TW8170,Trash Pfizer slowed logistics BioNtech developed vaccine amp Pfizer produce distribute They came two options A small dose worked better side effects similar Moderna amp larger dose bad side effects
positive,2021-04-28 12:33:26,0,bhagat What is the basis of claiming Moderna and Pfizer are beat vaccine Second question Are moderna and pfizer available for export,0.2,0,1387444858894249985,2937697738,iUvacha,bhagat What basis claiming Moderna Pfizer beat vaccine Second question Are moderna pfizer available export
negative,2021-05-01 15:12:27,4,if y all gonna get the vaccine get the moderna because from what my mom has told me that s the only one she hasn t heard bad news about plus it was made by a black women so,-0.28888888890000003,0,1388572041784152064,1376308352045572097,rohtaehyuns,gon na get vaccine get moderna mom told one heard bad news plus made black women
neutral,2021-05-04 11:56:51,0,Healthcare services group Zuellig Pharma has announced that it established a partnership with Moderna to supply its messenger RNA Covid 19 vaccine in Southeast Asia Hong Kong Macau and Taiwan,0.0,0,1389609981687713803,104788049,Macau_Business,Healthcare services group Zuellig Pharma announced established partnership Moderna supply messenger RNA Covid 19 vaccine Southeast Asia Hong Kong Macau Taiwan
neutral,2021-04-30 15:25:59,0,So all those who got the AZ vaccine and are scheduled for shot 2 are left with fingers crossed At what point do we start over with Pfizer or Moderna TrudeauVaccineFail,0.0,0,1388213057357328398,2432522299,LoveBurlOn,So got AZ vaccine scheduled shot 2 left fingers crossed At point start Pfizer Moderna TrudeauVaccineFail
