analysis,created_time,favorite_count,full_text,polarity,retweet_count,tweet_id,user_id,username
neutral,2021-05-03 15:10:55,0,Need the Covid vaccine Learn how to get your shot at Pathways We are here to HELP Call to set up an appointment to get registered for the Covid 19 Vaccine Appointments are every Thursday starting at noon,0.0,0,1389296431601700867,22250922,PathwaysVA
negative,2021-05-01 14:03:20,0,Got my second Pfizer COVID vaccine Here s how my body responded Tired shallow headache arm soreness nausea,-0.2444444444,0,1388554645530947587,2992439943,moremikigrace
positive,2021-05-04 14:53:00,0,Pfizer expects to file for full FDA approval of its COVID vaccine in May,0.35,0,1389654309068054532,14091601,ksprnews
negative,2021-05-01 19:53:17,0,frothing for a covid vaccine rn like ugggh yes pfizer i want you in me so bad mmm,-0.7,0,1388642713117937666,1388534949863559169,lilvampfae
positive,2021-04-28 18:34:14,1,Yay I finally got my 2nd dose of the Moderna COVID vaccine I m off work tomorrow amp really need to clean the house I m REALLY hoping it doesn t lay me out for a couple of days I know a few people that happened to GetVaccinated COVIDVaccination COVID19Vaccine,0.0944444444,0,1387535656134524936,1602535488,EqualityCouple
positive,2021-05-04 19:00:23,5,The COVID vaccine is set to make up for more than half of Pfizer s 2021 revenue,0.1666666667,3,1389716564149161989,25053299,FortuneMagazine
neutral,2021-05-03 19:37:20,1,COVAX signs agreement with Moderna for 500 million doses of anticovid vaccine CovidVaccine,0.0,0,1389363475894341633,1256461034170138624,PanaTimes
neutral,2021-04-30 19:06:26,25,We will be holding another pop up COVID vaccine site this Sunday May 2nd at 16th Street Beach on the sand This location will have J amp J one dose vaccines and it will be open from 10am to 7pm or until vaccines run out Please share this information,0.0,13,1388268535634354176,1280972058,david4florida
neutral,2021-05-04 13:46:31,0,Covid vaccine generates 2 9bn sales for bullish Pfizer via,0.0,0,1389637579667120132,16737418,IrishTimesBiz
positive,2021-05-04 12:30:51,1,Pfizer plans to file for full FDA approval of Covid vaccine at the end of this month,0.35,0,1389618536637771780,1204652834324668416,bkFreedomForAll
neutral,2021-05-04 12:15:11,121,Melinda Gates sees U S government donating COVID vaccine doses soon,0.0,25,1389614594495324163,1652541,Reuters
positive,2021-05-02 09:42:46,4,NEWSALERT Here are the Covid vaccine efficacy rate per vaccine in percentages for every vaccine available for use The Americans and Germans top off with Pfizer vaccine being the most effective to combat Covid TheNorthAmerican,0.5,2,1388851459161268224,1119470870236409858,NorthIndex
neutral,2021-05-01 11:30:24,0,Threat India s COVID vaccine maker moves to London,0.0,0,1388516160929292288,761756733731516417,ZAQSNews
positive,2021-05-04 13:33:21,0,Pfizer scientist expects elderly people with underlying conditions to be first to get Covid vaccine booster shots,0.25,0,1389634265843834881,17753577,Stijl
positive,2021-05-03 17:12:03,4,Great walkthrough of how the Pfizer COVID vaccine is made with videos from the biomanufacturing facility,0.8,1,1389326915698266113,19210703,junaxup
positive,2021-04-29 19:57:27,0,Nobody talks about Mast Cells and Covid Vaccine I have a 26 year old nephew with a count of 57 7 ugL and not sure IF IS safe to get THE PFIZER Vaccine,0.1166666667,0,1387918986860453889,1384990313316552705,232Em
positive,2021-04-30 16:46:58,3,Younger people report more side effects from the COVID vaccine Here s why,0.25,0,1388233438646337538,59962966,jakelands
positive,2021-04-30 10:38:04,0,Pfizer BioNTech seek EU s OK to use COVID vaccine on kids,0.5,0,1388140601745371141,1548391363,QCTworld
neutral,2021-04-30 18:27:58,3,You can t sue Pfizer or Moderna if you have severe Covid vaccine side effects The government likely won t compensate you for damages either,0.0,1,1388258856862576642,826550703258791937,SoCalValleyGal
neutral,2021-05-04 14:53:06,0,Pfizer Will Seek Approval to Give Covid Vaccine to Children,0.0,0,1389654334795915265,1227807603779989504,AMHealthInc1
neutral,2021-05-01 18:01:39,1,Indian teen reportedly gang raped after being lured by promise of COVID vaccine via,0.0,0,1388614622987571203,1115325357312311308,krissvicc
neutral,2021-05-04 11:50:59,0,Pfizer Reaps Hundreds of Millions in Profits From Covid Vaccine,0.0,0,1389608501803094016,72906858,DSMWcom
neutral,2021-05-01 15:12:39,0,COVID vaccine We need Republican heroes to risk careers to save lives,0.0,0,1388572090538790912,181039052,mapocoloco
positive,2021-05-03 13:33:20,0,New opening at Ash Way Park and Ride WALK IN Covid Vaccine Clinic Pfizer Lynnwood CovidWaSnohomishCounty,0.1363636364,0,1389271872433446918,1356738034901819392,covidwashington
positive,2021-04-28 18:00:17,1,tx Does own the pattens for the COVID vaccine or does he own shares in your company,0.6,0,1387527111938768896,633282442,trentkelp
neutral,2021-05-04 11:32:43,0,US set to approve Pfizer Covid vaccine for 12 to 15 year olds v a,0.0,0,1389603905353420804,83215828,iriesgo
positive,2021-05-01 10:43:59,0,39 The World Health Organization has listed Moderna s Covid vaccine for emergency use the agency said the fifth to be given the status meant to expedite countries own approval of shots,0.6,0,1388504476487720962,2567292679,fredwalton216
neutral,2021-04-28 18:00:44,0,WALK IN FOR PFIZER COVID VACCINE AT COUNTY HEALTH DEPT FRIDAY,0.0,0,1387527226212634632,324914276,EINPfizerNews
neutral,2021-05-04 12:33:20,0,Moderna COVID Vaccine 1 in the arm,0.0,0,1389619161651888128,139579419,MonticelloSE96
positive,2021-05-01 20:14:59,5,As said today during his inspiring 2021 commencement address quoting Aristotle Our problem is not that we aim too high and miss but that we aim too low and hit We need to aim high enough in order to truly innovate An example is Covid vaccine,0.164,1,1388648175838375948,462293438,vs1942
negative,2021-05-02 19:43:04,10,NOT ME SOUTH KOREA NO 1 KOREA ARMY NO 1 BTS NO 1 K BEAUTY NO 1 I AM NOT TWEETING THIS BECAUSE I AM BRAINWASHED BY KOREAN GOVERNMENT PROPAGANDA I AM TWEETING THIS WITH 5G NANOTECHNOLOGY FROM THE COVID VACCINE,-0.1,0,1389002531989168128,239233994,insee_j
positive,2021-05-01 12:06:02,1,Woman Warns Others Not to Get Moderna Experimental COVID Vaccine Posts Video of Herself Convulsing Vaccine Impact,0.1,0,1388525128141656067,1182746714584895493,MARCOFREE2020
neutral,2021-04-29 11:27:03,15,For my UG class Nanomedicine and DD instead of expanding a JC for their final presentation paper this year each group took a COVID vaccine tx Group preclinical data phase 1 3 current status challenges distribution,0.0,3,1387790540209496065,739817471981539328,TheChungLab
negative,2021-04-30 16:55:21,6,I was at the ocean last week Outer Banks Today I m down with post covid vaccine J amp J crud,-0.0777777778,0,1388235550067412995,827307309621706753,_wake_up_happy
neutral,2021-05-03 18:27:49,1,cant wait to get the covid vaccine so i can level up my autism j,0.0,0,1389345982400405505,1267208673933352960,LilCatoKinnie
negative,2021-05-02 18:48:22,0,We need your support The Government should not be giving 2nd dose COVID vaccine outside the 21 28 day interval due to no supply Please help us demand investigation and inquiry into reckless advisory from NACI Petition,-0.0416666667,0,1388988765788676099,1388986117828001795,EricSmi25386071
positive,2021-04-29 13:51:16,74,No shortage of oxygen Remdesivir COVID vaccine in J amp K Advisor Baseer Khan Greater Kashmir,0.5,12,1387826833740255233,582941136,GreaterKashmir
positive,2021-05-02 03:20:06,79,A total of 86 023 beneficiaries in the age group of 18 44 years received their first dose of COVID vaccine across 11 states on May 1 the Union Health Ministry said on Sunday COVID19 Live updates,0.1287878788,16,1388755159258259457,134758540,timesofindia
positive,2021-04-30 12:20:01,1,Later today I am scheduled to get my first COVID vaccine I will be getting the moderna vaccine Hoping I don t get any symptoms,0.125,0,1388166258013523973,372020033,D_Rico94
neutral,2021-05-04 17:08:48,0,Rite Aid COVID Vaccine Appointments Update netde Sussex County N Dupont Blvd Milford Pfizer Wed May 5 Sat May 8 Tues May 11 Sat May 15 Tues May 18 Sat May 22,0.0,0,1389688482461884421,1216531677603860480,CaffeinatedI
neutral,2021-05-04 17:00:03,0,Pfizer expects Covid vaccine demand for years,0.0,0,1389686280787832832,1418909239,News__Finance
neutral,2021-04-29 19:45:00,44,COVID VACCINE What do you think,0.0,13,1387915853249671169,19031057,kron4news
positive,2021-05-02 13:36:09,3,CORONAVIRUS Mkhize announces imminent arrival of the first batch of the Pfizer Covid vaccine,0.25,0,1388910195259187205,71594919,dailymaverick
negative,2021-04-30 12:04:10,2,Hepburn Innovates fairy allum Hurley Bergstrom md drosten Inglesby Children could soon get a COVID vaccine after Maryland kids pave way in trial The Maryland trial and others underway could mean mass vaccinations begin in older children during the summer and in younger ones soon after school resumes in the fall,-0.0486111111,1,1388162269574533120,32696018,jlay02
neutral,2021-04-30 12:59:18,1,It ll be short lived which Covid vaccine did the Sorting Hat give you Slytherin AZ Hufflepuff Jansen Gryfindor Pfizer Ravenclaw Moderna,0.0,0,1388176145858899969,1356986544763060229,jwlbrace
positive,2021-05-01 10:41:36,0,The J amp J Covid vaccine was paused but you can get free shipping on an elixir of elk antler velvet via,0.4,0,1388503880103759872,1101237231187046401,TekStol
neutral,2021-04-30 17:08:03,0,Pfizer BioNTech seek Covid vaccine authorization for kids via via,0.0,0,1388238744419983360,17217096,dailyindia
neutral,2021-04-29 13:14:19,0,Allentown Health Bureau will be hosting a COVID Vaccine Clinic at 501 East Susquehanna Street Allentown Housing Authority Residents and Community Members 18 are eligible to receive the Moderna vaccine at this site on May 18 amp June 15 Walk up clinic no appointments necessary,0.0,6,1387817533454049284,1259962193149386758,AtownHousing
neutral,2021-04-28 12:17:55,0,BREAKING An extra 60 million doses of Pfizer BioNTech Covid vaccine have been secured by the government to support a booster programme in the autumn Watch Here,0.0,0,1387440953942855681,15096637,Sotlive
positive,2021-04-28 16:22:13,0,UK Column News 28th April 2021 3 BBC fake news Sore arm is most common Covid vaccine side effect but BBC lies to publc by deliberate calculated omission of the true facts MHRA AZ adverse reactions 548 495 amp deaths 627 Pfizer 143 034 amp deaths 334,0.0125,0,1387502432817750017,349682091,paulrprichard
positive,2021-04-30 10:56:32,36,Good morning my fellow Twitter peeps Happy Friday I have my 2nd Moderna Covid vaccine shot today Hopefully I won t see too many side effects but if I do I have this whole weekend to lie low It will be nice to be added to the ever growing list of people fully vaccinated,0.4,2,1388145250657464322,817576439478358017,EyeOfTheIdol
neutral,2021-04-28 18:39:37,0,55 of U S adults have gotten a COVID vaccine See how your state is doing,0.0,0,1387537013881061383,1074305311710814209,BusinessBlurbUS
positive,2021-05-04 17:12:51,5,Just going to add this vaccine is based off of research of other SAARS Covid vaccines that we ve been working So the work was already in place at the time when the Covid 19 vaccine was being worked on It s not Blizzard we re not doing a live beta test of the vaccine dude,0.0056818182,0,1389689502340456448,916360892568109056,DoctorMarik
positive,2021-04-30 12:46:48,1,Sign up for your COVID vaccine at or show up for the limited flex clinic doses available on a first come first served basis for those without appointments between 9 a m and 4 p m on Tuesday May 4 at the Arlington Airport mass vaccination site,0.2071428571,2,1388172998855725061,36817801,SnoHD
positive,2021-05-03 11:59:11,2,One of our writers shares her first hand experience getting the COVID vaccine vaccinated,0.25,0,1389248177400729602,350927923,HerCampusKenyon
positive,2021-05-04 13:20:24,0,if anybody in the beaver county area WANTS a COVID vaccine call Autumn Street Health 1 724 375 5754 They re giving out the Moderna vaccine you do not have to be a patient The address is 99 Autumn Street Aliquippa PA,0.2,1,1389631005846351876,1028666462,_nmjt_
neutral,2021-05-04 12:41:36,0,Politics Pharmaceuticals Almost 20 of unvaccinated Americans still prefer J amp J Covid vaccine after U S pause survey shows CNBC,0.0,0,1389621242613800965,1297812936254205954,tarotdreamchat
positive,2021-05-01 13:50:31,0,Rite Aid COVID Vaccine Appointments Update netde New Castle County Limestone Rd Wilmington Moderna Tues May 4 Sat May 8 Tues May 11 Sat May 15 Wed May 19 Sat May 22 Tues May 25 Wed May 26,0.1363636364,0,1388551422388555778,1216531677603860480,CaffeinatedI
positive,2021-05-03 16:39:50,0,You where Playing with my Health for Weeks You where saying that 119 was the place to do the Booking but the Data was incorrect and you have the NERVE to BLAME the HOSPITAL Can I REMIND you The on That DAY the Only COVID VACCINE That Was GIVEN WAS PFIZER and NOT OTHER,0.03125,0,1389318805386637324,1344616775145713666,frances08969593
neutral,2021-05-03 13:21:01,0,Covax signs deal for 500 million Moderna Covid vaccine doses,0.0,0,1389268771827769347,1261178257455579138,underoneceiling
neutral,2021-04-28 17:51:57,6,A look at how each U S state is doing with COVID vaccine distribution,0.0,4,1387525017152462854,25053299,FortuneMagazine
neutral,2021-05-01 15:05:34,0,WHO Lists Moderna COVID Vaccine for Emergency Use,0.0,0,1388570309788258306,1864519524,gendron_gendron
positive,2021-04-30 13:47:23,8,A lot of people have expressed worry that the COVID vaccines were developed too fast This new article with and shows that the timeline from patent to approval is in line with other vaccines Tozinameran is the Group vaccine,0.0778409091,3,1388188243787583497,30950445,aidanhollis
positive,2021-05-04 12:23:28,0,TRIPSwaiver TRIPSwaiver TRIPSwaiver Pfizer s Covid vaccine revenues hit 3 5bn in first quarter,0.25,0,1389616679840276481,565204588,GoVanHeteren
positive,2021-04-30 13:57:06,1,I just got my first Moderna Covid Vaccine,0.25,0,1388190688999772165,816082890,BronyTwin01
neutral,2021-04-30 11:05:48,0,NAFDAC approves Pfizer BioNTech Covid vaccine for emergency use,0.0,0,1388147581985992704,752150879084707840,Premiumnews24
neutral,2021-05-04 18:17:05,1,FDA Set to Authorize Pfizer COVID Vaccine for Adolescents,0.0,0,1389705668333117442,181039052,mapocoloco
neutral,2021-05-03 18:01:48,0,Told India No Safety Concerns With Covid Vaccine Says Pfizer,0.0,0,1389339435561521161,1045994888909606912,TimesofNewsHUB
neutral,2021-04-29 15:30:00,0,Moderna ups COVID vaccine production,0.0,0,1387851681644351499,15009049,NBC29
positive,2021-04-29 17:19:00,0,AshWilliams83 mRNA was developed by a brilliant Hungarian scientist working in the US and made usable in humans by her US colleague The BioNTech scientist in the article above developed Covid vaccine in a day by tweaking existing vaccine base Real credit belongs to,0.0833333333,0,1387879110698020865,1246023860618657792,Poppy34280381
neutral,2021-05-04 17:45:38,0,Willey Pharmacy COVID Vaccine Appointments Update netde Wrangle Hill Rd Bear Pfizer Wed May 5 Sat May 8,0.0,0,1389697754579021828,1216531677603860480,CaffeinatedI
positive,2021-05-04 17:25:22,0,Pfizer scientist expects elderly people with underlying conditions to be first to get Covid vaccine booster shots,0.25,0,1389692653386690563,189772859,John_Ines
neutral,2021-05-01 13:25:49,0,Acme COVID Vaccine Appointment Update netde Fox Hunt Dr Bear J amp J Mon May 3,0.0,0,1388545206526545927,1216531677603860480,CaffeinatedI
neutral,2021-04-29 18:43:39,0,From hunger games to the land of plenty At some Seattle area vaccination sites COVID vaccine supply is outpacing demand via via,0.0,0,1387900414838804480,840450648,SandiDoughton
neutral,2021-04-29 17:28:45,0,Crofton Pharmacy COVID Vaccine Appointment Update netde Bear Christiana Rd Unit 6 Bear Moderna Fri Apr 30,0.0,0,1387881565485740038,1216531677603860480,CaffeinatedI
positive,2021-04-28 12:10:37,0,ya bitch got her first covid vaccine moderna gang wassup,0.25,0,1387439116195880961,1041798270815805443,breaynnanya
positive,2021-04-30 11:35:52,0,MichaelMcD No The MMR vaccine is the same efficacy as the Moderna Covid vaccine Right now there s still a lot of folks getting and spreading covid when vaccine rates go up that will go down as will instances of getting Covid after a vaccine Herd immunity baby,0.0433862434,0,1388155147730182154,19792445,NicoleLevay
negative,2021-05-02 08:08:45,36,My Android 18 cosplay is complete Also sorry for my silence the past few days I ended up getting my J amp J Covid vaccine the other day amp pretty much didn t want to get out of bed for awhile afterwards But I m starting to feel better already so time to bust out content gt D,-0.0027777778,0,1388827800963010564,1179571562279649281,Luna_Le_Fey
positive,2021-04-29 12:12:51,0,We are currently offering extra doses of the Pfizer COVID vaccine at our center on a first come first served basis Come to 12210 Plum Orchard Drive Suite 214 Silver Spring MD 20904 to get your first dose now First come first served,0.14375,0,1387802068224774144,1341469496436002822,AngaraiCS
positive,2021-05-02 00:46:04,0,Pfizer BioNTech seek EU s OK to use COVID vaccine on kids WPXI Pittsburgh,0.5,0,1388716395781791748,1129062072862437377,GenBioUSA
positive,2021-05-04 18:41:36,7,FDA preparing to authorize Pfizer Covid vaccine for 12 to 15 year olds as early as next week,0.05,5,1389711837382336513,15368940,GottaLaff
neutral,2021-05-04 14:56:54,0,Pfizer Reaps Hundreds of Millions in Profits From Covid Vaccine Let us all join hands to demand a waiver to the WTO TRIPs Agreement to permit vaccine manufacture in developing countries without patent restrictions Save lives not profits,0.0,0,1389655291504074754,1969150410,sseka29
positive,2021-05-03 13:32:49,0,New opening at Benton Franklin Kennewick COVID Vaccine Clinic J amp J CovidWaBentonCounty,0.1363636364,0,1389271740644302851,1356738034901819392,covidwashington
positive,2021-05-03 18:26:38,10,Runners need to get your COVID vaccine We have walk in appointments available for the Moderna vaccine 1 30 to 3 p m Thurs May 6 Denman Ballroom SU 2 01 28 Remember to wear your mask UTSA StudentU BirdsUp SleevesUp,0.4,4,1389345682738323456,85362822,UTSA
negative,2021-04-29 16:46:48,0,rtept Johnson and Johnson AstraZenica Pfizer whatever fucking type of Covid vaccine just give us some kind of fucking vaccine ffs,-0.2,0,1387871008560795650,41162638,turboWagon616
positive,2021-05-01 18:30:19,0,Apparently the second covid vaccine shot is the best cure for a hangover Pfizer,0.35,0,1388621835059793920,1235377429482528769,_HuffStuff06
negative,2021-04-29 14:02:54,1,Moderna COVID vaccine CEO St phane Bancel says the company is working toward a single shot for both COVID flu protection Fortune,-0.0714285714,0,1387829760936513538,768168095521222657,LassiterTom
neutral,2021-05-04 12:52:06,0,BioNTech with partner Pfizer on track to make 3B COVID vaccine doses in 2021 CEO says strategy competitiveintelligence marketing biotech productmarketing pharma pharmaceutical healthcare,0.0,1,1389623883804798976,133504478,_timos_
positive,2021-05-04 12:05:40,0,Harvest House Baptist Church 2938 Harris Henrietta Road Mooresboro NC 28114 in partnership with the United Way is hosting a free COVID vaccine clinic on May 5th from 5 7 PM Spindale Drug will be administering the Moderna vaccine Please call 828 287 3746 to schedule an app,0.4,0,1389612197119250433,1241870758344884225,RutherfordNc
neutral,2021-04-30 12:59:43,0,Why such difference in price of Covid Vaccine Modi Ji Are states not a part of India in,0.0,0,1388176248157872137,603858838,vipinwalde
neutral,2021-04-28 12:27:22,0,Got my second dose of moderna covid vaccine scheduled Yay,0.0,0,1387443330108248064,1074475627447836672,NKyuubi69
positive,2021-04-28 19:26:49,0,Rite Aid COVID Vaccine Appointments Update netde New Castle County Limestone Rd Wilmington Moderna Sat May 1 Tues May 4 Sat May 8 Tues May 11 Sat May 15 Wed May 19 Sat May 22,0.1363636364,0,1387548890308784133,1216531677603860480,CaffeinatedI
neutral,2021-04-29 13:37:06,0,The covid vaccine is just an immune booster All it does is spike proteins in the body It won t prevent you from getting the virus Not everyone has the same immune system so it doesn t work the same on everyone,0.0,0,1387823269886271494,954584072852041728,TristanloganT
positive,2021-05-01 03:02:08,0,NavyCapital T shirts bonuses and paid time off How companies are incentivizing workers to get a COVID vaccine as new guidance looms,0.1363636364,0,1388388248892882944,3183637130,navycapital
neutral,2021-05-03 13:07:24,2,I just submitted my evidence against the UK covid vaccine and status certification scheme Please all do the same noVaccinePassports HumanRights,0.0,1,1389265347778318336,1341809096165646337,ChristineF98
neutral,2021-04-30 16:39:50,0,Indian teen reportedly gang raped after being lured by promise of COVID vaccine via,0.0,0,1388231644813869063,574126946,WayneMency
positive,2021-04-28 12:23:36,3,Duke Health provides COVID 19 vaccines without an appointment We accept walk ins for people age 16 and older who want the COVID vaccine The COVID 19 vaccine is available at no cost You do not need health insurance,0.2833333333,1,1387442386272456707,1362073240898854916,AACTplus
positive,2021-05-03 13:33:33,0,New opening at Island Drug COVID Vaccine Site J amp J Moderna Pfizer Oak Harbor CovidWaIslandCounty,0.1363636364,0,1389271928842723328,1356738034901819392,covidwashington
negative,2021-04-28 12:15:29,2,Thx to Caroline for volunteering and helping me give the 2nd round of COVID vaccine to some of the employees at the Governors Club 501pharmacy vaccinate pfizer protect whereshan hanishere indypharmacy,-0.1,0,1387440342052610053,703820088399429640,501_Pharmacy
positive,2021-05-02 03:59:05,8,T shirts bonuses and paid time off How companies are incentivizing workers to get a COVID vaccine as new guidance looms,0.1363636364,3,1388764968246521856,25053299,FortuneMagazine
neutral,2021-04-29 17:30:25,0,Is Cuba closing in on COVID vaccine sovereignty,0.0,0,1387881983854870528,761756733731516417,ZAQSNews
positive,2021-05-04 13:01:24,15,13 year old in Pfizer Covid vaccine trial who wants to be an epidemiologist I like to learn everything I can,0.15,2,1389626223173664775,1082761924914249728,maymayg6
positive,2021-05-04 15:26:13,0,Pfizer Will Seek Approval to Give Covid Vaccine to Children The New York Times,0.1363636364,0,1389662667011395585,1911873032,WhatMoney1
neutral,2021-05-03 18:40:00,0,Denmark Ditches J amp J COVID Vaccine Says Benefits Do Not Outweigh Risk of Blood Clots by,0.0,0,1389349047102758913,109890089,SWillimann
negative,2021-05-03 19:28:34,13,BREAKING Pfizer s COVID vaccine is expected to be authorized for kids age 12 15 by next week,-0.05,4,1389361269183025154,9907172,NECN
positive,2021-04-29 12:06:32,16,Thanks for helping to fund our Moderna Covid Vaccine We ve been jabbed up and feeling strong Stay safe everyone looking forward to seeing you all soon fingers crossed xxx,0.3777777778,1,1387800477107212293,68507406,MegsonMusic
positive,2021-05-04 13:32:36,0,Children 12 to 15 Years Old May Be Allowed to Get a COVID Vaccine as Soon as Next Week via,0.05,0,1389634076584267783,458134046,Momsandthecity
positive,2021-05-01 13:13:59,0,So far the evidence shows that the COVID vaccines are safe for pregnant people and people who are trying to concieve Learn more vaccineswork vaccination fertility,0.3583333333,0,1388542226402263045,366676526,InViaFertility
neutral,2021-04-29 13:24:20,0,No shortage of oxygen Remdesivir COVID vaccine in J amp K Advisor Baseer Khan KNO Srinagar,0.0,0,1387820055254106113,742337744085614592,KNO_NEWS
positive,2021-05-04 18:06:02,0,Pfizer scientist expects elderly people with underlying conditions to be first to get Covid vaccine booster shots SmartNews,0.25,0,1389702888629309441,500302501,VOJay_Pgh
positive,2021-04-28 17:51:56,2,Good news for those awaiting jabs An extra 60 million doses of the Pfizer BioNTech Covid vaccine have been ordered by the UK government as it puts together plans for a vaccination booster programme in the autumn,0.35,0,1387525013050429446,2407700923,CapitalMoments
neutral,2021-04-30 10:57:14,0,BREAKING NAFDAC approves Pfizer BioNTech Covid vaccine for emergency use Nigeria NigeriaNews,0.0,0,1388145425283158022,520720055,NigNewspapers
negative,2021-05-03 18:57:37,0,RED FLAGS FOR ALL COLOR RACE MAR 10 2021 J amp J Covid vaccine distribution in poor Black communities raises race questions,-0.1888888889,1,1389353480217931779,3051212244,mrangelbabyGOD
positive,2021-04-28 12:17:09,0,UK orders 60m more doses of Pfizer Covid vaccine for booster jabs,0.5,0,1387440759448682502,20705725,MaggieSaleh8
positive,2021-04-28 12:58:21,9,Brexiteers the UK government has secured yet more Covid vaccines that ll be tweaked to cover new variants as a booster shot for Autumn If it sets us free bring it on Brussels won t like it More foot stamping,0.3840909091,0,1387451127868928002,92804452,BILDERBERG_GP
neutral,2021-05-03 18:48:07,0,Covax Signs Deal for 500 mn Moderna Covid Vaccine Doses Naharnet via,0.0,0,1389351091876343811,24842995,Orgetorix
positive,2021-05-02 15:49:22,3,Just got my covid vaccine a couple hours ago it was the moderna so far no foaming at the mouth or trying to bite anyone no insatiable thirst for blood but the night is young,0.1,2,1388943719156617218,485373368,nationdivided
positive,2021-05-03 13:58:30,1,It s unclear whether they will deliver this beer to the hospital after you ve been paralyzed 12 N J breweries offer free beer to those who get COVID vaccine shots this month,0.4,0,1389278206616870918,1755671,DBN_Joe
positive,2021-04-29 16:27:03,0,Right because there isn t a shortage of Covid vaccines worldwide You are the type of partisan intellect that would be sitting in India today and blaming JT FYI Vaccine shortages could be solved immediately if Pfizer Moderna etc put global health over profits,0.1428571429,0,1387866038201503746,1669241845,HRyerse
positive,2021-04-30 12:10:56,0,Our clinic in St Mary s County MD is now open to the public if you need your covid vaccine Just visit the site below to get a list of available days and register for appointment times,0.1333333333,0,1388163971409186822,2641767442,Frodocatsmom
positive,2021-05-01 07:44:55,1,You had a vaccine passport to go to school Your children need a vaccine passport to go to school The Covid vaccine are more effective than the flu or MMR vaccines but there are variants and 5 infection rate for two and a 28 rate for J amp J Stop being a knucklehead,0.55,0,1388459416941473796,540242817,DreadPhil1
neutral,2021-04-30 12:52:12,1,BREAKING NAFDAC Approves Pfizer BioNTech Covid Vaccine For Emergency Use,0.0,0,1388174357671956481,1894799838,familyliferinfo
neutral,2021-05-04 13:26:50,0,COVID VACCINES TONIGHT Have you been vaccinated yet will offer 1 600 Johnson amp Johnson COVID19 vaccine doses tonight beginning at 7 PM at Ferndale Gym 1995 Bolton Street North Charleston via,0.0,0,1389632626273701888,2396884172,TheMediAwards
neutral,2021-04-28 13:47:54,1,get the covid vaccine you coward yes I m talking about you j o n a t h a n,0.0,0,1387463599547895815,1318138451481473025,GarfieldIsg0d
negative,2021-04-28 12:00:02,0,Residents aged over 50 urged to book Covid vaccine if they haven t received it yet,-0.1,0,1387436454574542861,15652964,newspostleader
positive,2021-05-02 12:56:50,0,SO FAR SINOVAC COVID VACCINES FROM CHINA IS THE SAFEST WITH NO KNOWN SIDE EFFECTS NOR DEATHS PFIZER THAT CAUSED 23 DEATHS IN PATIENTS OVER 80 YEARS OLD VACCINATED MUST BE INVESTIGATED THE VACCINE MUST BE REEVALUATED FOR EFFICACY I,0.1,0,1388900300904230918,1343243650851999744,TayDrpatrick
positive,2021-04-30 11:11:34,0,Indian teen reportedly gang raped after being lured by promise of COVID vaccine New York Post,0.0681818182,0,1388149031923175427,302189775,drnoahross
neutral,2021-05-04 16:51:49,0,Pfizer Reaps Hundreds of Millions in Profits From Covid Vaccine VIXC Commentary eWeatherNews,0.0,0,1389684211385257987,911339992194134016,VIXC_News
positive,2021-05-03 15:03:37,2,gov ts haven t been super friendly to pharma and outside of local shots like Medicago s we don t have public money in COVID vaccine development Are these issues worth addressing Yes Can they be summed up with Trudeau bungled this Not entirely,0.144047619,1,1389294591560593410,371975760,alex_n_boyd
neutral,2021-04-28 19:35:59,0,Rite Aid COVID Vaccine Appointments Update netde Kent County E Glenwood Ave Smyrna Moderna Thurs Apr 29 Sat May 1 Tues May 4 Sat May 8 Tues May 11 Sat May 15,0.0,0,1387551197310111750,1216531677603860480,CaffeinatedI
neutral,2021-04-28 17:14:57,17,I ve done my part The second shot of the Pfizer covid vaccine is in me and two weeks from now I ll be fully vaccinated,0.0,0,1387515706309292037,811707871,LesliePone
positive,2021-05-03 18:16:04,1,Maybe replace it with the numbers of deaths reported shortly after taking an experimental covid vaccine These have now passed the 1000 mark,0.05,0,1389343023281082369,970597053792423936,PaulAndersonNE6
neutral,2021-05-04 12:05:22,0,Pfizer reaps hundreds of millions in profits from Covid vaccine Download the TOI app now,0.0,0,1389612124205318149,928730761816973312,anmolj1991
neutral,2021-05-03 14:07:56,0,Newsweek Johnson amp Johnson COVID Vaccine Halted in Denmark Over Blood Clot Fears,0.0,0,1389280581087907842,1087481044784295937,MakdaTofiq
positive,2021-04-30 13:51:42,97,Got my J amp J 1 dose covid vaccine Arm is sore and a little lightheaded but other than that am fine Will keep ya s updated,0.0347222222,3,1388189329814654980,320374517,chrisandthemike
positive,2021-05-04 16:29:27,0,Pfizer is working on a new version of its Covid vaccine that could be stored in a refrigerator,0.1363636364,0,1389678580896997376,3198311040,techgateorg
positive,2021-05-01 16:09:04,0,Walmart COVID Vaccine Appointments Update netde Centerville Rd Wilmington Moderna Thurs May 6 Fri May 7 Wilton Blvd New Castle Pfizer Wed May 5 Fri May 7 Middletown Warwick Rd Middletown Moderna Wed May 5 Fri May 7,0.1363636364,0,1388586290183032832,1216531677603860480,CaffeinatedI
negative,2021-05-04 15:09:59,0,LV I don t want to give Biden any credit BUT mRNA technology has been under development and testing for ten years and J amp J traditional vax technology has been in use and testing for over 100 years That is the science BEHIND the Covid vaccine,-0.1333333333,1,1389658582011072516,1139299804419362817,JasonBaumann9
